idx,caminho atual,distancia_atual,melhor_caminho,melhor_resultado,pior_resultado,melhor_tempo,pior_tempo
11,"['1', '2', '3', '4', '7', '6', '5', '8', '1']",3467.1940446544168,"['1', '8', '5', '6', '7', '4', '3', '2', '1']",3467.1940446544168,3467.1940446544168,1.4375,1.578125
12,"['1', '8', '5', '6', '7', '4', '3', '2', '1']",3467.1940446544168,"['1', '8', '5', '6', '7', '4', '3', '2', '1']",3467.1940446544168,3467.1940446544168,1.4375,1.578125
13,"['1', '2', '3', '4', '7', '6', '5', '8', '1']",3467.1940446544168,"['1', '8', '5', '6', '7', '4', '3', '2', '1']",3467.1940446544168,3467.1940446544168,1.4375,1.578125
14,"['1', '2', '3', '4', '7', '6', '5', '8', '1']",3467.1940446544168,"['1', '8', '5', '6', '7', '4', '3', '2', '1']",3467.1940446544168,3467.1940446544168,1.4375,1.578125
15,"['1', '2', '3', '4', '7', '6', '5', '8', '1']",3467.1940446544168,"['1', '8', '5', '6', '7', '4', '3', '2', '1']",3467.1940446544168,3467.1940446544168,1.4375,1.578125
16,"['1', '2', '3', '4', '7', '6', '5', '8', '1']",3467.1940446544168,"['1', '8', '5', '6', '7', '4', '3', '2', '1']",3467.1940446544168,3467.1940446544168,1.4375,1.578125
17,"['1', '8', '5', '6', '7', '4', '3', '2', '1']",3467.1940446544168,"['1', '8', '5', '6', '7', '4', '3', '2', '1']",3467.1940446544168,3467.1940446544168,1.4375,1.578125
18,"['1', '2', '3', '4', '7', '6', '5', '8', '1']",3467.1940446544168,"['1', '8', '5', '6', '7', '4', '3', '2', '1']",3467.1940446544168,3467.1940446544168,1.4375,1.578125
19,"['1', '2', '3', '4', '7', '6', '5', '8', '1']",3467.1940446544168,"['1', '8', '5', '6', '7', '4', '3', '2', '1']",3467.1940446544168,3467.1940446544168,1.4375,1.578125
20,"['1', '2', '3', '4', '7', '6', '5', '8', '1']",3467.1940446544168,"['1', '8', '5', '6', '7', '4', '3', '2', '1']",3467.1940446544168,3467.1940446544168,1.4375,1.578125
21,"['1', '2', '3', '4', '7', '6', '5', '8', '1']",3467.1940446544168,"['1', '8', '5', '6', '7', '4', '3', '2', '1']",3467.1940446544168,3467.1940446544168,1.4375,1.578125
22,"['1', '2', '3', '4', '7', '6', '5', '8', '1']",3467.1940446544168,"['1', '8', '5', '6', '7', '4', '3', '2', '1']",3467.1940446544168,3467.1940446544168,1.4375,1.578125
23,"['1', '2', '3', '4', '7', '6', '5', '8', '1']",3467.1940446544168,"['1', '8', '5', '6', '7', '4', '3', '2', '1']",3467.1940446544168,3467.1940446544168,1.4375,1.578125
24,"['1', '2', '3', '4', '7', '6', '5', '8', '1']",3467.1940446544168,"['1', '8', '5', '6', '7', '4', '3', '2', '1']",3467.1940446544168,3467.1940446544168,1.4375,1.578125
25,"['1', '2', '3', '4', '7', '6', '5', '8', '1']",3467.1940446544168,"['1', '8', '5', '6', '7', '4', '3', '2', '1']",3467.1940446544168,3467.1940446544168,1.4375,1.578125
26,"['1', '2', '3', '4', '7', '6', '5', '8', '1']",3467.1940446544168,"['1', '8', '5', '6', '7', '4', '3', '2', '1']",3467.1940446544168,3467.1940446544168,1.4375,1.578125
27,"['1', '2', '3', '4', '7', '6', '5', '8', '1']",3467.1940446544168,"['1', '8', '5', '6', '7', '4', '3', '2', '1']",3467.1940446544168,3467.1940446544168,1.4375,1.578125
28,"['1', '2', '3', '4', '7', '6', '5', '8', '1']",3467.1940446544168,"['1', '8', '5', '6', '7', '4', '3', '2', '1']",3467.1940446544168,3467.1940446544168,1.4375,1.578125
29,"['1', '2', '3', '4', '7', '6', '5', '8', '1']",3467.1940446544168,"['1', '8', '5', '6', '7', '4', '3', '2', '1']",3467.1940446544168,3467.1940446544168,1.4375,1.578125
