idx,caminho atual,distancia_atual,melhor_caminho,melhor_resultado,pior_resultado,melhor_tempo,pior_tempo
0,"['1', '9', '8', '7', '3', '4', '2', '6', '5', '1']",2357.008591423901,"['1', '9', '8', '7', '3', '4', '2', '6', '5', '1']",2357.008591423901,2357.008591423901,0.875,0.875
1,"['1', '5', '8', '6', '2', '3', '7', '4', '9', '1']",2065.137905435637,"['1', '5', '8', '6', '2', '3', '7', '4', '9', '1']",2065.137905435637,2357.008591423901,0.875,0.875
2,"['1', '9', '8', '7', '3', '4', '2', '6', '5', '1']",2357.008591423901,"['1', '5', '8', '6', '2', '3', '7', '4', '9', '1']",2065.137905435637,2357.008591423901,0.859375,0.875
3,"['1', '9', '4', '7', '3', '2', '6', '8', '5', '1']",2065.1379054356366,"['1', '9', '4', '7', '3', '2', '6', '8', '5', '1']",2065.1379054356366,2357.008591423901,0.859375,0.875
4,"['1', '5', '8', '7', '3', '6', '2', '4', '9', '1']",2117.4745719343277,"['1', '9', '4', '7', '3', '2', '6', '8', '5', '1']",2065.1379054356366,2357.008591423901,0.859375,0.875
5,"['1', '5', '6', '2', '4', '3', '7', '8', '9', '1']",2357.008591423901,"['1', '9', '4', '7', '3', '2', '6', '8', '5', '1']",2065.1379054356366,2357.008591423901,0.859375,0.875
6,"['1', '9', '4', '7', '3', '2', '6', '8', '5', '1']",2065.1379054356366,"['1', '9', '4', '7', '3', '2', '6', '8', '5', '1']",2065.1379054356366,2357.008591423901,0.84375,0.875
7,"['1', '5', '8', '7', '3', '6', '2', '4', '9', '1']",2117.4745719343277,"['1', '9', '4', '7', '3', '2', '6', '8', '5', '1']",2065.1379054356366,2357.008591423901,0.84375,0.875
8,"['1', '5', '8', '6', '2', '3', '7', '4', '9', '1']",2065.137905435637,"['1', '9', '4', '7', '3', '2', '6', '8', '5', '1']",2065.1379054356366,2357.008591423901,0.84375,0.875
9,"['1', '5', '8', '6', '2', '3', '7', '4', '9', '1']",2065.137905435637,"['1', '9', '4', '7', '3', '2', '6', '8', '5', '1']",2065.1379054356366,2357.008591423901,0.84375,0.875
10,"['1', '3', '4', '9', '7', '2', '6', '8', '5', '1']",2476.2088025422877,"['1', '9', '4', '7', '3', '2', '6', '8', '5', '1']",2065.1379054356366,2476.2088025422877,0.84375,0.875
11,"['1', '7', '3', '4', '2', '6', '8', '5', '9', '1']",2282.935507446334,"['1', '9', '4', '7', '3', '2', '6', '8', '5', '1']",2065.1379054356366,2476.2088025422877,0.84375,0.875
12,"['1', '5', '8', '7', '3', '6', '2', '4', '9', '1']",2117.4745719343277,"['1', '9', '4', '7', '3', '2', '6', '8', '5', '1']",2065.1379054356366,2476.2088025422877,0.84375,0.890625
13,"['1', '9', '4', '7', '3', '2', '6', '8', '5', '1']",2065.1379054356366,"['1', '9', '4', '7', '3', '2', '6', '8', '5', '1']",2065.1379054356366,2476.2088025422877,0.8125,0.890625
14,"['1', '9', '5', '6', '2', '4', '3', '7', '8', '1']",2407.0198953038507,"['1', '9', '4', '7', '3', '2', '6', '8', '5', '1']",2065.1379054356366,2476.2088025422877,0.8125,0.890625
15,"['1', '5', '8', '6', '2', '3', '7', '4', '9', '1']",2065.137905435637,"['1', '9', '4', '7', '3', '2', '6', '8', '5', '1']",2065.1379054356366,2476.2088025422877,0.8125,0.890625
16,"['1', '5', '8', '6', '2', '3', '7', '4', '9', '1']",2065.137905435637,"['1', '9', '4', '7', '3', '2', '6', '8', '5', '1']",2065.1379054356366,2476.2088025422877,0.8125,0.890625
17,"['1', '9', '7', '8', '6', '2', '4', '3', '5', '1']",2360.4984744345634,"['1', '9', '4', '7', '3', '2', '6', '8', '5', '1']",2065.1379054356366,2476.2088025422877,0.8125,0.890625
18,"['1', '5', '8', '6', '2', '3', '7', '4', '9', '1']",2065.137905435637,"['1', '9', '4', '7', '3', '2', '6', '8', '5', '1']",2065.1379054356366,2476.2088025422877,0.8125,0.890625
19,"['1', '6', '2', '4', '3', '7', '8', '5', '9', '1']",2409.1817986974443,"['1', '9', '4', '7', '3', '2', '6', '8', '5', '1']",2065.1379054356366,2476.2088025422877,0.8125,0.890625
20,"['1', '9', '7', '4', '3', '6', '2', '8', '5', '1']",2279.2260840585022,"['1', '9', '4', '7', '3', '2', '6', '8', '5', '1']",2065.1379054356366,2476.2088025422877,0.8125,0.890625
21,"['1', '5', '8', '6', '2', '3', '7', '4', '9', '1']",2065.137905435637,"['1', '9', '4', '7', '3', '2', '6', '8', '5', '1']",2065.1379054356366,2476.2088025422877,0.8125,0.890625
22,"['1', '9', '5', '8', '6', '2', '4', '3', '7', '1']",2282.935507446334,"['1', '9', '4', '7', '3', '2', '6', '8', '5', '1']",2065.1379054356366,2476.2088025422877,0.8125,0.890625
23,"['1', '9', '4', '7', '3', '2', '6', '8', '5', '1']",2065.1379054356366,"['1', '9', '4', '7', '3', '2', '6', '8', '5', '1']",2065.1379054356366,2476.2088025422877,0.8125,0.890625
24,"['1', '9', '7', '4', '3', '2', '6', '5', '8', '1']",2290.233084007463,"['1', '9', '4', '7', '3', '2', '6', '8', '5', '1']",2065.1379054356366,2476.2088025422877,0.8125,0.890625
25,"['1', '9', '4', '7', '3', '2', '6', '8', '5', '1']",2065.1379054356366,"['1', '9', '4', '7', '3', '2', '6', '8', '5', '1']",2065.1379054356366,2476.2088025422877,0.8125,0.890625
26,"['1', '9', '4', '7', '8', '6', '2', '3', '5', '1']",2335.61541099911,"['1', '9', '4', '7', '3', '2', '6', '8', '5', '1']",2065.1379054356366,2476.2088025422877,0.8125,0.890625
27,"['1', '7', '3', '4', '2', '6', '8', '5', '9', '1']",2282.935507446334,"['1', '9', '4', '7', '3', '2', '6', '8', '5', '1']",2065.1379054356366,2476.2088025422877,0.8125,0.890625
28,"['1', '5', '8', '6', '2', '3', '7', '4', '9', '1']",2065.137905435637,"['1', '9', '4', '7', '3', '2', '6', '8', '5', '1']",2065.1379054356366,2476.2088025422877,0.8125,0.890625
