idx,caminho atual,distancia_atual,melhor_caminho,melhor_resultado,pior_resultado,melhor_tempo,pior_tempo
15,"['1', '46', '30', '3', '19', '45', '50', '42', '7', '2', '31', '34', '37', '15', '10', '4', '25', '27', '13', '26', '16', '20', '22', '41', '43', '6', '40', '12', '28', '47', '29', '21', '32', '33', '11', '52', '14', '44', '36', '39', '38', '49', '8', '9', '17', '23', '5', '51', '24', '48', '35', '18', '1']",17284.92857317015,"['1', '35', '28', '7', '18', '9', '10', '43', '33', '11', '52', '14', '13', '12', '25', '49', '3', '8', '41', '40', '38', '44', '23', '21', '37', '6', '46', '16', '47', '29', '30', '17', '31', '22', '36', '32', '19', '45', '5', '15', '24', '4', '51', '27', '26', '50', '42', '2', '20', '34', '48', '39', '1']",15948.684549291851,19570.092196210797,5.328125,5.5625
16,"['1', '15', '38', '36', '49', '32', '7', '46', '28', '52', '33', '22', '42', '2', '50', '29', '16', '27', '4', '48', '37', '44', '34', '35', '10', '9', '41', '19', '3', '17', '31', '23', '20', '39', '5', '24', '43', '25', '51', '11', '12', '40', '45', '8', '18', '21', '30', '47', '26', '13', '14', '6', '1']",16742.88327072165,"['1', '35', '28', '7', '18', '9', '10', '43', '33', '11', '52', '14', '13', '12', '25', '49', '3', '8', '41', '40', '38', '44', '23', '21', '37', '6', '46', '16', '47', '29', '30', '17', '31', '22', '36', '32', '19', '45', '5', '15', '24', '4', '51', '27', '26', '50', '42', '2', '20', '34', '48', '39', '1']",15948.684549291851,19570.092196210797,5.328125,5.5625
17,"['1', '22', '45', '38', '12', '11', '46', '40', '36', '50', '23', '31', '10', '9', '7', '42', '35', '25', '52', '51', '43', '15', '5', '39', '34', '44', '26', '27', '13', '14', '47', '16', '24', '20', '30', '2', '19', '41', '8', '33', '4', '6', '48', '37', '49', '32', '18', '3', '17', '21', '29', '28', '1']",16698.950260182464,"['1', '35', '28', '7', '18', '9', '10', '43', '33', '11', '52', '14', '13', '12', '25', '49', '3', '8', '41', '40', '38', '44', '23', '21', '37', '6', '46', '16', '47', '29', '30', '17', '31', '22', '36', '32', '19', '45', '5', '15', '24', '4', '51', '27', '26', '50', '42', '2', '20', '34', '48', '39', '1']",15948.684549291851,19570.092196210797,5.328125,5.5625
18,"['1', '42', '20', '37', '46', '14', '52', '51', '33', '6', '24', '40', '44', '29', '5', '15', '38', '8', '19', '7', '49', '32', '48', '27', '26', '25', '22', '31', '21', '2', '17', '18', '16', '47', '13', '11', '28', '12', '4', '35', '23', '3', '9', '10', '39', '30', '50', '36', '34', '43', '41', '45', '1']",17711.057541118156,"['1', '35', '28', '7', '18', '9', '10', '43', '33', '11', '52', '14', '13', '12', '25', '49', '3', '8', '41', '40', '38', '44', '23', '21', '37', '6', '46', '16', '47', '29', '30', '17', '31', '22', '36', '32', '19', '45', '5', '15', '24', '4', '51', '27', '26', '50', '42', '2', '20', '34', '48', '39', '1']",15948.684549291851,19570.092196210797,5.328125,5.5625
19,"['1', '17', '2', '30', '22', '39', '24', '26', '47', '14', '52', '28', '4', '16', '42', '18', '49', '48', '40', '15', '5', '10', '32', '31', '23', '29', '44', '35', '36', '34', '6', '43', '51', '11', '27', '12', '37', '50', '3', '45', '19', '41', '8', '9', '33', '13', '46', '20', '7', '21', '25', '38', '1']",16948.127868854852,"['1', '35', '28', '7', '18', '9', '10', '43', '33', '11', '52', '14', '13', '12', '25', '49', '3', '8', '41', '40', '38', '44', '23', '21', '37', '6', '46', '16', '47', '29', '30', '17', '31', '22', '36', '32', '19', '45', '5', '15', '24', '4', '51', '27', '26', '50', '42', '2', '20', '34', '48', '39', '1']",15948.684549291851,19570.092196210797,5.328125,5.5625
20,"['1', '48', '5', '24', '40', '36', '45', '7', '42', '52', '27', '38', '44', '16', '29', '2', '21', '49', '37', '9', '10', '43', '51', '46', '3', '31', '20', '4', '12', '14', '30', '23', '22', '8', '19', '34', '28', '11', '25', '39', '41', '17', '18', '50', '32', '35', '6', '26', '47', '13', '33', '15', '1']",20148.207944485348,"['1', '35', '28', '7', '18', '9', '10', '43', '33', '11', '52', '14', '13', '12', '25', '49', '3', '8', '41', '40', '38', '44', '23', '21', '37', '6', '46', '16', '47', '29', '30', '17', '31', '22', '36', '32', '19', '45', '5', '15', '24', '4', '51', '27', '26', '50', '42', '2', '20', '34', '48', '39', '1']",15948.684549291851,20148.207944485348,5.328125,5.5625
21,"['1', '42', '47', '44', '34', '40', '9', '10', '19', '45', '35', '13', '26', '29', '30', '17', '18', '20', '16', '14', '11', '33', '43', '6', '8', '21', '23', '50', '36', '15', '5', '25', '51', '4', '24', '38', '22', '32', '49', '37', '48', '46', '41', '3', '31', '2', '7', '39', '12', '52', '27', '28', '1']",18292.269824949854,"['1', '35', '28', '7', '18', '9', '10', '43', '33', '11', '52', '14', '13', '12', '25', '49', '3', '8', '41', '40', '38', '44', '23', '21', '37', '6', '46', '16', '47', '29', '30', '17', '31', '22', '36', '32', '19', '45', '5', '15', '24', '4', '51', '27', '26', '50', '42', '2', '20', '34', '48', '39', '1']",15948.684549291851,20148.207944485348,5.328125,5.5625
22,"['1', '18', '31', '21', '2', '17', '19', '32', '39', '40', '38', '46', '12', '6', '5', '20', '7', '22', '49', '45', '8', '3', '42', '30', '47', '24', '48', '10', '34', '35', '29', '52', '11', '43', '9', '41', '23', '44', '50', '14', '28', '25', '4', '51', '27', '13', '26', '33', '15', '37', '36', '16', '1']",18505.11361149627,"['1', '35', '28', '7', '18', '9', '10', '43', '33', '11', '52', '14', '13', '12', '25', '49', '3', '8', '41', '40', '38', '44', '23', '21', '37', '6', '46', '16', '47', '29', '30', '17', '31', '22', '36', '32', '19', '45', '5', '15', '24', '4', '51', '27', '26', '50', '42', '2', '20', '34', '48', '39', '1']",15948.684549291851,20148.207944485348,5.328125,5.5625
23,"['1', '44', '40', '36', '2', '17', '3', '6', '51', '12', '34', '35', '31', '28', '52', '46', '29', '21', '9', '43', '48', '5', '4', '11', '27', '20', '30', '23', '18', '15', '24', '13', '14', '47', '26', '33', '10', '41', '45', '49', '37', '38', '25', '16', '50', '42', '7', '22', '32', '19', '8', '39', '1']",18171.97543532649,"['1', '35', '28', '7', '18', '9', '10', '43', '33', '11', '52', '14', '13', '12', '25', '49', '3', '8', '41', '40', '38', '44', '23', '21', '37', '6', '46', '16', '47', '29', '30', '17', '31', '22', '36', '32', '19', '45', '5', '15', '24', '4', '51', '27', '26', '50', '42', '2', '20', '34', '48', '39', '1']",15948.684549291851,20148.207944485348,5.328125,5.5625
24,"['1', '7', '45', '43', '28', '52', '47', '42', '21', '8', '35', '38', '46', '26', '27', '11', '12', '29', '16', '18', '39', '6', '25', '4', '48', '20', '31', '49', '32', '19', '9', '41', '23', '44', '36', '40', '37', '24', '5', '51', '33', '10', '3', '17', '2', '50', '34', '15', '14', '13', '30', '22', '1']",18766.671247046488,"['1', '35', '28', '7', '18', '9', '10', '43', '33', '11', '52', '14', '13', '12', '25', '49', '3', '8', '41', '40', '38', '44', '23', '21', '37', '6', '46', '16', '47', '29', '30', '17', '31', '22', '36', '32', '19', '45', '5', '15', '24', '4', '51', '27', '26', '50', '42', '2', '20', '34', '48', '39', '1']",15948.684549291851,20148.207944485348,5.328125,5.5625
25,"['1', '41', '18', '3', '42', '29', '20', '40', '5', '51', '11', '12', '38', '8', '22', '50', '30', '23', '45', '10', '35', '25', '26', '47', '14', '52', '13', '43', '15', '48', '37', '32', '31', '49', '34', '44', '16', '7', '19', '9', '6', '27', '24', '39', '36', '17', '21', '2', '33', '4', '28', '46', '1']",19092.74705197358,"['1', '35', '28', '7', '18', '9', '10', '43', '33', '11', '52', '14', '13', '12', '25', '49', '3', '8', '41', '40', '38', '44', '23', '21', '37', '6', '46', '16', '47', '29', '30', '17', '31', '22', '36', '32', '19', '45', '5', '15', '24', '4', '51', '27', '26', '50', '42', '2', '20', '34', '48', '39', '1']",15948.684549291851,20148.207944485348,5.328125,5.5625
26,"['1', '43', '15', '38', '46', '23', '42', '7', '2', '21', '29', '22', '45', '39', '37', '47', '11', '28', '10', '9', '33', '51', '12', '27', '14', '30', '17', '49', '35', '4', '52', '13', '16', '50', '44', '36', '40', '6', '5', '24', '8', '41', '19', '31', '20', '26', '25', '48', '34', '32', '18', '3', '1']",16750.901359350693,"['1', '35', '28', '7', '18', '9', '10', '43', '33', '11', '52', '14', '13', '12', '25', '49', '3', '8', '41', '40', '38', '44', '23', '21', '37', '6', '46', '16', '47', '29', '30', '17', '31', '22', '36', '32', '19', '45', '5', '15', '24', '4', '51', '27', '26', '50', '42', '2', '20', '34', '48', '39', '1']",15948.684549291851,20148.207944485348,5.328125,5.5625
27,"['1', '31', '18', '10', '22', '20', '16', '24', '25', '47', '26', '27', '52', '11', '46', '36', '5', '38', '37', '39', '2', '21', '35', '43', '33', '19', '45', '32', '34', '29', '42', '7', '17', '40', '15', '6', '48', '49', '41', '4', '51', '12', '44', '50', '30', '23', '3', '8', '9', '28', '13', '14', '1']",17199.21463312187,"['1', '35', '28', '7', '18', '9', '10', '43', '33', '11', '52', '14', '13', '12', '25', '49', '3', '8', '41', '40', '38', '44', '23', '21', '37', '6', '46', '16', '47', '29', '30', '17', '31', '22', '36', '32', '19', '45', '5', '15', '24', '4', '51', '27', '26', '50', '42', '2', '20', '34', '48', '39', '1']",15948.684549291851,20148.207944485348,5.328125,5.5625
28,"['1', '2', '28', '27', '11', '43', '6', '15', '38', '37', '40', '36', '49', '22', '18', '21', '42', '29', '12', '51', '10', '31', '23', '20', '16', '13', '25', '4', '24', '46', '34', '35', '9', '19', '41', '17', '30', '32', '39', '26', '52', '14', '47', '48', '33', '8', '45', '3', '7', '50', '44', '5', '1']",18321.252607258604,"['1', '35', '28', '7', '18', '9', '10', '43', '33', '11', '52', '14', '13', '12', '25', '49', '3', '8', '41', '40', '38', '44', '23', '21', '37', '6', '46', '16', '47', '29', '30', '17', '31', '22', '36', '32', '19', '45', '5', '15', '24', '4', '51', '27', '26', '50', '42', '2', '20', '34', '48', '39', '1']",15948.684549291851,20148.207944485348,5.328125,5.5625
29,"['1', '49', '40', '15', '25', '28', '12', '10', '43', '33', '51', '52', '14', '38', '48', '39', '44', '20', '22', '17', '3', '32', '45', '9', '6', '11', '13', '27', '26', '47', '16', '50', '34', '21', '2', '7', '30', '23', '36', '5', '37', '24', '46', '29', '42', '31', '18', '19', '8', '41', '4', '35', '1']",15084.579905761904,"['1', '49', '40', '15', '25', '28', '12', '10', '43', '33', '51', '52', '14', '38', '48', '39', '44', '20', '22', '17', '3', '32', '45', '9', '6', '11', '13', '27', '26', '47', '16', '50', '34', '21', '2', '7', '30', '23', '36', '5', '37', '24', '46', '29', '42', '31', '18', '19', '8', '41', '4', '35', '1']",15084.579905761904,20148.207944485348,5.328125,5.5625
